id,solvent,d_d,d_p,d_h
7854,Methyl (E)-3-Nonenoate,16.4,3.4,5.2
7855,Methyl (E)-Cinnamate,18.2,4.2,5.9
7856,Methyl (Z)-3-Hexenoate,16.4,4.4,6.1
7857,Methyl (Z)-4-Decenoate,16.4,3.3,4.9
7858,Methyl (Z)-4-Octenoate,16.3,3.7,5.1
7859,Methyl (Z)-5-Octenoate,16.3,4.1,5.3
7860,Methyl (Z)-Linolenate,16.8,2.2,3.8
7861,"Methyl 1,1,2,2,3,3-Hexafluoropropyl Ether",14.3,4.8,4.5
7862,"Methyl 1,1-Dimethylpropyl Ether",14.7,3.3,2.7
7863,"Methyl 1,2-Dimethylpropyl Ether",15,3.3,3
7864,Methyl 10-Undecenoate,16.1,3,4.1
7865,Methyl 1-Ethylpropyl Ether,15.1,3.7,3.5
7866,Methyl 1-Methylbutyl Ether,15.2,3.5,3.4
7867,Methyl 1-Propenyl Ether,15,4.3,5.7
7868,Methyl 1-Propenyl Sulfide,16.9,4.8,5.5
7869,Methyl 2-(Methyl Thio) Acetate,17.6,6.3,7.7
7870,Methyl 2-(Methyl Thio) Butyrate,17.1,5.3,6
7871,"Methyl 2,2-Dimethylpropyl Ether",14.6,3.1,3.1
7872,"Methyl 2,4-Decadienoate",16.8,3.2,5
7873,Methyl 2-Decenoate,16.4,3.5,4.7
7874,Methyl 2-Fluoroacrylate,15.3,5.6,6.4
7875,Methyl 2-Hexenoate,16.3,4.3,5.7
7876,Methyl 2-Hydroxy-4-Methyl Valerate,16.2,6.1,11.8
7877,Methyl 2-Mercaptopropionate,17,6.9,8.2
7878,Methyl 2-Methyl Butyrate,15.6,4,5.1
7879,Methyl 2-Methyl Valerate,15.7,4,5.1
7880,Methyl 2-Methyl-3-Furyl Disulfide,18,6.8,5
7881,Methyl 2-Methyl-3-Mercaptopropionate,17,6.1,7.9
7882,Methyl 2-Methylbutyl Ether,15.2,3.1,3.2
7883,Methyl 2-Nitrobenzoate,19.1,11,5
7884,Methyl 2-Pyrazinecarboxylate,18.8,11.5,6.9
7885,Methyl 2-Pyrimidinecarboxylate,18.8,11.5,6.9
7886,Methyl 2-Thiofuroate,19,7.1,6.2
7887,Methyl 2-Undecynoate,16.3,4,4.4
7888,Methyl 3-(Methyl Thio) Butanoate,17.2,4.9,6.3
7889,"Methyl 3,4,5-Trihydroxybenzoate",19.4,8.3,15.3
7890,Methyl 3-Acetoxybutyrate,16.4,5.7,8
7891,Methyl 3-Acetoxyhexanoate,16.3,4.8,6.7
7892,Methyl 3-Acetoxyoctanoate,16.4,4.1,6.2
7893,Methyl 3-Hexenoate,16.3,4.3,5.7
7894,Methyl 3-Hydroxybutyrate,16.8,7.6,14.2
7895,Methyl 3-Mercaptobutanoate,17,6,7.7
7896,Methyl 3-Methyl-1-Butenyl Disulfide,16.9,4.6,3.3
7897,Methyl 3-Methyl-2-Oxovalerate,16.3,6.9,6
7898,Methyl 3-Methylbutyl Ether,15.1,3.4,3.7
7899,Methyl 3-Nonenoate,16.4,3.4,5.2
7900,Methyl 4-(Methyl Thio) Butyrate,17.2,5.7,6.5
7901,"Methyl 4,4,4-Trifluorocrotnate",15.4,5.1,5.8
7902,"Methyl 4,8-Decadienoate",16.8,3.5,5.4
7903,Methyl 4-Chlorobutanoate,16.9,7.3,6.8
7904,Methyl 4-Methoxybenzoate,18.5,7.6,5.7
7905,Methyl 4-Methyl Valerate,15.6,3.9,5.3
7906,Methyl 4-Pentenoate,16,5,6.4
7907,Methyl 4-Phenyl Butyrate,17.5,4.1,5.2
7908,Methyl 5-Acetoxyhexanoate,16.3,5.5,6.9
7909,Methyl 5-Methyl Furfuryl Sulfide,18,4.6,4.8
7910,Methyl 5-Pyrimidinecarboxylate,18.8,11.5,6.9
7911,Methyl Acetate,15.5,7.2,7.6
7913,Methyl Aceto Acetate,16.4,8.6,8.9
7914,Methyl Acetyl Ricinoleate,16.4,2.8,4.2
7915,Methyl Acetylene,15.1,3.8,9.2
7916,Methyl Acrylate,15.3,6.7,9.4
7917,Methyl Allyl Cyanide,16.4,11.3,5.1
7918,Methyl Amine,14.4,7,16
7919,Methyl Amyl Acetate,15.2,3.1,6.8
7920,Methyl Anthranilate,19.1,8.9,8.7
7921,Methyl Benzoate,18.9,8.2,4.7
7922,Methyl Benzoxole,18.8,6.5,4.6
7923,Methyl Benzyl Acetate,18.1,4.3,5.7
7924,"Methyl Benzyl Acetate (Mixed Ortho-,Meta-,Para-)",17.7,3.8,5.2
7925,Methyl Benzyl Carbinyl Acetate,17.6,3.3,5
7926,Methyl Benzyl Disulfide,18.6,5.1,4.2
7927,Methyl Bromide,17,8.8,2.6
7928,Methyl Butanoate,15.8,5.1,6.2
7929,Methyl Butyl Disulfide,16.7,5.3,3.8
7930,Methyl Butyl Ether,15.3,4.3,4.2
7931,Methyl Butyl Ketone,15.3,6.1,4.1
7932,Methyl Butyl Phenyl Acetate,17.2,3.2,4
7933,Methyl Butyl Sulfide,16.7,3.7,3.7
7934,Methyl Carbamate   ,17.2,12.1,13.4
7935,Methyl Carbitol,16.2,7.8,12.6
7936,Methyl Cedrylone,17.3,2.4,2.3
7937,Methyl Cellosolve (2-methoxyethanol),16,8.2,15
7938,Methyl Chloride,15.3,9.9,3.9
7939,Methyl Chloroacetate,17,8.8,7.9
7940,Methyl Chlorodifluoroacetate,14.9,5.1,5.7
7941,Methyl Chlorodifluoroacetoacetate(Tech.),15.8,7.4,6.4
7942,Methyl Chloroformate,16.3,9.5,8.5
7943,Methyl Chlorosilane,14.5,3.7,1.8
7944,Methyl Cinnamate,18.2,4.2,5.9
7945,Methyl Citronellate,16.4,2.7,4.5
7946,Methyl Crotonate,16.5,5.5,7.2
7947,Methyl Cyanoacetate,16.9,14.9,9.9
7948,Methyl Cyclocitrone,16.8,3.8,3.3
7949,Methyl Cyclogeranate,16.5,2.8,4.5
7950,Methyl Cyclohexane,16,0,1
7952,Methyl Cyclopentane,16,0,1
7953,Methyl Decyl Sulfide,16.6,2.5,2.7
7954,Methyl Dichloroacetate,17.3,7.1,7.3
7955,Methyl Dichlorosilane,14.8,3.9,1.7
7956,Methyl Diethanolamine,16.8,8.9,18.5
7957,Methyl Difluoroacetate,15.7,7.2,7.4
7958,Methyl Dihydro Jasmonate,17.2,5.9,4.6
7959,Methyl Dihydrofuran Thiol,18.3,6.1,8.3
7960,Methyl Dihydrojasmonate,17.2,5.9,4.6
7961,Methyl Dimethyl Acrylate,16.4,4.8,6.2
7962,Methyl Dimethyl Anthranilate,18.5,6.8,5.5
7963,Methyl Dimethylthioborane,16.5,2.1,3.5
7964,Methyl Dithioacetate,18.5,13.5,10.2
7965,Methyl Dodecanoate,16,3.1,3.9
7966,Methyl Epi-Jasmonate,17.5,6,4.9
7967,Methyl Ethoxypyrazine,18,9,6.1
7968,Methyl Ethyl Disulfide,16.7,6.4,4.5
7969,Methyl Ethyl Ether,14,4.7,6
7970,Methyl Ethyl Ketone (MEK),16,9,5.1
7972,Methyl Ethyl Ketoxime,14.7,4.9,7.8
7973,Methyl Ethyl Pyruvic Acid,16.5,8.4,11.4
7974,Methyl Eugenol,18.2,5,5.3
7975,Methyl Formate,15.3,8.4,10.2
7976,Methyl Formyl Anthranilate,19,15.3,10.3
7977,Methyl Furfuracrylate,17.9,6.1,7.3
7978,Methyl Furfuryl Disulfide,18.3,7,5.5
7979,Methyl Furfuryl Mercaptopropionate,18.1,6.2,6.9
7980,Methyl Furfuryl Trisulfide,19.3,7.6,5.7
7981,Methyl Furoate,17.4,6.9,9.7
7982,Methyl Glycolate,17.2,10,18
7983,Methyl Glyoxal,15.5,16.1,9.7
7984,Methyl Heptadecanoate,16.1,2.2,2.9
7985,Methyl Heptadienone,17,5.3,4.3
7986,Methyl Heptenone,16.6,5.4,4.1
7987,Methyl Heptine Carbonate,16.3,4.8,5.5
7988,Methyl Heptyl Sulfide,16.6,3.2,3.2
7989,Methyl Hexyl Sulfide,16.7,3.2,3.4
7990,Methyl Hydrocinnamate,17.7,4.2,5.7
7991,Methyl Hydroperoxide,15,15,30
7992,Methyl Iodide,17.5,7.7,5.3
7993,Methyl Ionyl Acetate,16.7,1.8,3.1
7994,Methyl Isoamyl Ketone,16,5.7,4.1
7995,Methyl iso-Amyl Ketone,16,5.7,4.1
7996,Methyl Isobutyl Carbinol,15.4,3.3,12.3
7997,Methyl iso-Butyl Carbinol,15.4,3.3,12.3
7998,Methyl Isobutyl Ether,14.9,3.8,3.7
7999,Methyl Isobutyl Ketone (MIBK),15.3,6.1,4.1
8000,Methyl Iso-Butyl Ketone (MIBK),15.3,6.1,4.1
8001,Methyl Isobutylate,15.5,4.9,5.8
8002,Methyl Isocyanide,16,16.5,5.9
8003,Methyl Isoeugenol,18.6,5.3,5.5
8004,Methyl Isopentanoate,15.5,4.3,5.5
8005,Methyl Isopentyl Disulfide,16.5,4.5,3.3
8006,Methyl Isopropenyl Ketone,15.9,12.1,4.5
8007,Methyl Isopropyl Ether,14.8,4.4,3.8
8008,Methyl Isopropyl Ketone,15.6,6.7,4
8009,Methyl Isopropyl Sulfide,16.4,3.7,3.3
8010,Methyl Isothiocyanate,17.3,16.2,10.1
8011,Methyl Jasmonate,17.5,6,4.9
8012,Methyl Lactate,16.9,8.7,16.1
8013,Methyl Laevo-Lactate,16.9,8.7,16.1
8014,Methyl Levulinate,16.7,8.5,7.5
8015,Methyl Linoleate,16.6,2.2,3.6
8016,Methyl Linolenate,16.8,2.2,3.8
8017,Methyl Mercaptan,16.6,7.7,8.6
8018,Methyl Methane Thiosulfonate,18.6,18.1,8.5
8019,Methyl n-Amyl Ketone,16.2,5.7,4.1
8020,Methyl Nicotinate,18.7,9,6.2
8021,Methyl Nitrate,15.8,14,4.8
8022,Methyl Nitrite,15.1,14.3,9.1
8023,Methyl Nonane Dione,16.6,6.8,4.3
8024,Methyl Nonanoate,16,3.4,4.5
8025,Methyl Nonyl Acetaldehyde,16,4.4,3.4
8026,Methyl Nonyl Sulfide,16.6,2.5,2.8
8027,Methyl n-Propyl Ketone,16,7.6,4.7
8028,Methyl Octadecyl Sulfide,16.4,1.7,1.9
8029,Methyl Octenoate,16.4,3.7,5.3
8030,Methyl Octine Carbonate,16.3,4.7,5.2
8031,Methyl Octyl Acetaldehyde,15.9,4.7,3.4
8032,Methyl Octyl Sulfide,16.6,2.7,2.8
8033,Methyl Oleate,16.2,3.8,4.5
8034,Methyl Palmitate,16,2.5,3.2
8035,Methyl Palmitoleate,16.3,2.6,3.6
8036,Methyl p-Aminobenzoate {Methyl 4-Aminobenzoate},19.2,7.9,9.1
8037,Methyl Paraben,18.9,8.3,10.6
8038,Methyl Pentadecafluoro Octanoate,13.2,2.6,2.7
8039,Methyl Pentafluoropropionate,13.9,4.8,5.2
8040,Methyl Pentanoate,15.8,4.7,5.9
8041,Methyl Pentyl Ether,15.4,3.9,4.1
8042,Methyl Pentyl Sulfide,16.7,3.3,3.6
8043,Methyl Perfluoro (Pyrrolidinemethyl) Ketone,13,4.5,3.2
8044,Methyl Perfluorobuten-3-Oate,14.4,4,4.7
8045,Methyl Petroselinate,16.3,2.3,3.2
8046,Methyl Phenyl Acetate,17.9,4.4,6.1
8047,Methyl Phenyl Carbinyl Acetate,17.7,3.8,5.2
8048,Methyl Phenyl Disulfide,18.8,5.5,4.3
8049,Methyl Phenyl Sulfide,19.6,4.8,4.7
8050,Methyl Phenyl Sulfone (Uncertain),20,16.9,7.8
8051,Methyl Phenyl Sulfoxide,19.7,11.2,6.3
8052,Methyl Phosphonic Difluoride,14,14,8.4
8053,Methyl Pivalate,15,4.1,5
8054,Methyl Pivaloylacetate,15.9,6.4,5.7
8055,Methyl Propenyl Disulfide,17.4,6,4.8
8056,Methyl Propionate,15.5,6.5,7.7
8057,Methyl Propyl Disulfide,16.7,5.6,3.9
8058,Methyl Propyl Ether,15.2,4.6,4.3
8059,Methyl Propyl Ketone,16,7.6,4.7
8060,Methyl Propyl Sulfide,16.7,3.9,3.8
8061,Methyl Propyl Trisulfide,18.1,6.2,4.2
8062,Methyl R-3-Acetoxyhexanoate,16.3,4.8,6.7
8063,Methyl Riboside,17,12,32.8
8064,Methyl Salicylate,18.9,9.2,10.2
8065,Methyl Salicylate,18.1,8,13.9
8066,Methyl Sandal,17.4,3.3,6.8
8067,Methyl sec-Butyl Ether,15,3.5,3.3
8068,Methyl Silane,14,3.2,1.7
8069,Methyl Silane,15.5,3.3,0
8070,Methyl Silyl Ether,14.7,3.3,2.4
8071,Methyl Sorbate,16.9,4.6,6.6
8073,Methyl Sulfolane,19,17.4,5.3
8074,Methyl t-Butylcarbamate,16.1,7.9,6.7
8075,Methyl Tetracosanoate,16,1.8,2.4
8076,Methyl Tetradecyl Sulfide,16.5,2,2.2
8077,Methyl Thioacetate,17.6,6.3,5.6
8078,Methyl Thiobutyrate,17.2,5,4.4
8079,Methyl Thiocyanate,17.3,15,6
8080,Methyl Thiohexanoate,17.2,4.3,4.2
8081,Methyl Thioisobutyrate,16.9,4.8,4
8082,Methyl Thiol Isovalerate,16.8,4.3,3.8
8083,Methyl Thiomethyl Butyrate,17.1,5.1,6.1
8084,Methyl Thiomethyl Mercaptan,18.6,6.8,7
8085,Methyl Thiophene Thiol,19.9,2.8,7.1
8086,Methyl Thiophene-2-Carboxylate,18.8,6.4,6.8
8087,Methyl Tiglate,16.4,4.9,6.4
8088,Methyl Trans-2-Octenoate,16.4,3.7,5.3
8089,Methyl Trifluoroacetate,14.7,6.3,6.5
8090,Methyl Trifluoroacetoacetone,15.9,8.5,6.9
8091,Methyl Trifluoromethanesulfonate,15.4,14.4,6.6
8092,Methyl Undecanoate,16,3.1,4.1
8093,Methyl Undecyl Sulfide,16.5,2.5,2.5
8094,Methyl Undecylenate,16.4,3.3,4.6
8095,Methyl Vanillate,18.9,9,10.6
8096,Methyl Vetivate,17.2,2.6,4
8097,Methyl Vinyl Dichlorosilane,14.6,3,1.6
8098,Methyl Vinyl Ether,14.9,5.3,6.3
8099,Methyl Vinyl Ketone,15.6,12.5,5
8100,Methyl Vinyl Sulfide,16.4,4.9,6
8101,Methyl Vinyl Sulfone,16.8,19.6,4.8
8102,Methyl β-Ionol,17.2,2.8,7.2
8103,"Methyl-(2,2,3,3,3-Pentafluoro-Propyl)-Amine",13.7,3.2,4.5
8104,"Methyl-<1,3,3,3-Tetrafluoro-2-Trifluoromethyl-Propenyl>-Ether",13.5,3.8,2.1
8105,Methyl-1-Naphthylamine,20.2,4.7,7.3
8106,Methyl-1-Propenyl Trisulfide,18.7,6.6,5.1
8107,Methyl-1-Propynyl Ether,15.7,6.3,5.9
8108,Methyl-4-Toluenesulfonate,19.6,15.3,3.8
8109,Methylal (Dimethoxy Methane),15,1.8,8.6
8110,Methylaminopyrazine,19.8,11,10.4
8111,Methyl-Butylamine,15.6,3.6,5.4
8112,Methylcyclobutane,16,0,0
8113,Methylcyclopentadiene,17,3.3,5.3
8114,Methylcyclopentadiene Dimer,17.5,1.1,3.1
8115,Methylcyclopropane,16,0,0
8116,Methyldibromoglutaronitrile,18.5,14.3,6.3
8117,Methyldiethylamine,14.9,3,3.5
8118,Methyldiisopropylamine,14.7,1.7,1.8
8119,Methyldipropylamine,15.2,2,2.6
8120,Methyldodecylamine,16,2.1,3.4
8121,Methylene Chloride,17,7.3,7.1
8122,Methylene Dichloride (Dichloromethane),17,7.3,7.1
8123,Methylene Diiodide (Diiodomethane),22,3.9,5.5
8124,"Methylenebis(1,4-Cyclohexylene)Diisocyanate",17.6,4.8,4
8125,Methylethanolamine,16.6,8.2,16.3
8126,Methylethylamine,15.5,4.7,6.4
8127,Methylethylbutylamine,15.2,2.4,3
8128,Methylethylpropylamine,15.1,2.5,3
8129,Methylglutaronitrile,16.5,15.6,6.7
8130,Methylglycine,17,7.7,15.4
8131,Methylheptylamine,15.8,3.1,4.5
8132,Methylhexylamine,15.8,3.1,5.2
8133,Methylisobutylamine,14.7,2.9,4.3
8134,Methylisopropylamine,15.2,3.6,5.1
8135,Methylmalonic Acid,17.1,9.7,22
8136,Methyl-N-Methyl Anthranilate,19,8.4,6.9
8137,Methylnorbornene,17.2,2.4,3.9
8138,Methyloctadecylamine,16,1.7,3.1
8139,Methyloctylamine,15.9,2.6,4.1
8140,Methylpentylamine,15.8,3.3,5.2
8141,m-Ethylphenol,18.3,4.7,9
8142,Methyl-p-Isopropyl Phenyl Propionaldehyde,17.5,5.3,3.6
8143,Methylprednisolone,18.6,9.6,11
8144,Methylpropyl Phenyl Acetate,17.2,3.2,4.5
8145,Methyl-Propylamine,15.5,3.9,5.6
8146,Methyl-p-Toluate,19,6.5,3.8
8147,Methyl-sec-Butylamine,15.3,2.8,4.5
8148,m-Ethylstyrene,17.6,2.2,2.3
8149,Methyl-t-Butyl Ether,14.8,4.3,5
8150,Methyl-Tert-Butylamine,15.2,3.2,4.9
8151,Methyltestosterone,18.7,5.7,5.3
8152,m-Ethylthiophenol,19.3,2.5,4
8153,m-Ethyltoluene,17.6,2.5,2.4
8154,Methyl-Tridecyl-Sulfide,16.5,2,2.3
8155,Methylundecylamine,16,2.4,3.7
8156,Methyl-α-Benzylacrylate,17.7,3.7,5.1
8157,Methyl-α-Cyanoacrylate,16.7,12.6,8.3
8158,Methyl-α-Isobutylacrylate,15.6,3.5,4.5
8159,Methyl-α-Methoxyacrylate,16.1,6.7,7.2
8160,Methyl-α-n-Butylacrylate,15.9,3.9,4.9
8161,Methyl-α-n-Propylacrylate,15.8,4.1,5
8162,Methyl-α-Phenylacrylate,17.8,4.1,5.3
8163,Metobromuron,19.9,12.6,11.4
8164,Metolachlor,18.6,9.1,6.7
8165,Metoprolol,17.3,5.7,8.5
8166,Metoxuron,20.2,11.7,11.2
8167,Metribuzin,18.1,12.7,5.9
8168,Metronidazole,18.9,13.8,12.4
8169,Metronidazole Benzoate,19.1,10.6,4.3
8170,MetsulfuroN-Methyl,19.5,22,9.1
8171,Mevinphos,17,10.9,9.2
8172,Mexacarbate,18.8,6.7,7.5
8173,m-Fluorotoluene,17.6,3.8,3.2
8174,m-Formyl Benzoic Acid,19.9,9.6,9.8
8176,Miconazole,21.3,7.6,3
8177,Mimosa Heptanal,17.8,5,3.8
8178,Mint Lactone,17.5,7,5.7
8179,m-Iodoaniline,20.7,5.8,9
8180,m-Iodobenzoic Acid,20.7,6.2,9.1
8181,m-Iodonitrobenzene,20.5,8.8,5.1
8182,m-Iodophenol,20.4,6.2,11
8183,m-Iodotoluene,19.4,3.8,3.9
8184,Mirex,20.6,6.6,0
8185,m-Methylacetophenone,18.6,6.2,3.3
8186,m-Methylanisole,18.2,4.7,4.3
8187,m-Methylcinnamic Acid,18.6,4.9,9.5
8188,m-Methylstyrene,17.8,2.4,2.6
8189,m-Methylthiophenol,19.7,2.7,4.4
8190,m-Nitroanisole,19.3,9.4,5.4
8191,m-Nitrobenzaldehyde,19.8,12.1,5.8
8192,m-Nitrobenzamide,20,15.7,10.7
8193,m-Nitrobenzoic Acid,20,9.9,9.1
8194,m-Nitrobenzonitrile,19.9,13.2,4
8195,m-Nitrobenzyl Alcohol ,19.5,10.6,11.2
8196,m-Nitrophenol ,19.8,10.4,10.9
8197,m-Nitrophenyl Methacrylate,18.7,7.3,5.2
8198,m-Nitrostyrene,18.8,7.1,3.8
8199,m-Nitrotoluene,18.9,7.8,4
8200,Mono (Or Di Or Tri)-(.Alpha.-Methylbenzyl) Phenol,18.3,4.3,8.5
8201,Monobutyl Phthalate (Mbp),18.1,7.3,7.2
8202,Monocrotophos,17.9,16.5,11
8203,Monoethyl Phthalate (Mep),18.6,8.3,8.1
8204,Monolaurin,16.2,5.6,11.4
8205,Monolinuron,19.7,12,11
8206,Mono-Menthyl Succinate,16.8,4.4,7.7
8207,Monoolein,16.2,4.6,9.4
8208,Monuron,20.3,11.3,9.7
8209,Morphine,23.8,7.3,12.5
8210,Morpholine,18,4.9,11
8211,Morpholine/Acetic Acid,17.2,20.3,18.4
8212,m-Phenylenediamine,20.4,7,13.5
8213,m-Terphenyl,19.8,1.8,2.4
8214,m-Tolualdehyde,18.7,7.1,4.6
8215,m-Toluic Acid ,19.1,5.1,8
8216,m-Toluidine,19,4.7,8
8217,m-Tolunitrile,18.8,8.2,2.8
8218,m-Tolyl Acetate,18.1,4.4,5.2
8219,Muguet Butanal,17.5,5,3.9
8220,Muguet Butanol,17.6,3.7,8.4
8221,Muguet Carbaldehyde,17.2,4.6,3.9
8222,Muguet Carbaldehyde,18.3,5.4,3.2
8223,Muguet Carbinol,17.5,3.7,6.9
8224,Muguet Carboxaldehyde,17.3,4.7,4.2
8225,Muguet Ethanol,16.6,3.3,7.5
8226,Muguet Nitrile,17.5,6.3,4.2
8227,Muguet Octadienol,16.9,2.5,6.7
8228,Muguet Propanol,17.3,3.9,7.8
8229,Muguet Undecadienal,16.6,4.4,3.4
8230,Muscogene,17.4,2.8,3.2
8231,Muscone,17.4,3.3,2
8232,Musk Acetate,16.3,2.6,3
8233,Musk Amberol,17.8,4.1,3
8234,Musk Ambrette,18.6,7.1,3.6
8235,Musk Cyclopentenyl Propionate,16.4,1.2,3.3
8236,Musk Decanolide,17,4.9,4.5
8237,Musk Dimethyl Indane,17.4,2.6,0.9
8238,Musk Dodecane,17.7,3.8,2.5
8239,Musk Ether,18.1,3.9,2.3
8240,Musk Indane,17.3,2.2,0.3
8241,Musk Ketone,18.2,6,2.6
8242,Musk Methyl Ketone,17.3,2.1,0.3
8243,Musk Pentane,17.9,4.3,3.4
8244,Musk Tetralin,17.4,2.2,0.3
8245,Musk Tibetene,17.8,3.8,2.2
8246,Musk Tonalid,17.4,2.2,0.3
8247,Musk Xylol,18.3,6,3.1
8248,Myracaldehyde,17.3,5,4.7
8249,Myrcenol,16,3.4,6.1
8250,Myrcenyl Acetate,15.7,2.5,3
8251,Myristicin,18.7,4.8,6.5
8252,Myristyl_Myristate,16.1,1.6,2.3
8253,Myrmac Aldehyde,17.3,4.8,4.2
8254,Myrtanol,16.7,3.8,7.7
8255,Myrtanyl Acetate,16.6,2.5,3.3
8256,Myrtenal,17,5.4,4.1
8257,Myrtenol,17,4,8.9
8258,Myrtenyl Acetate,16.9,2.7,4.2
8259,Myrtenyl Formate,16.8,3.9,4.9
8260,Myrtenyl Isobutyrate,16.6,2.2,3.2
8261,"n-(1,3-Dimethylbutyl)-N'-Phenyl_Paraphenylenediamine",18.9,3.7,6.3
8262,"n-(2-(3,4-Dimethoxyphenyl)Ethyl)-3,4-Dimethoxycinnamic Acid Amide",19.3,9.3,9
8263,"n-(2,4-Dimethoxybenzyl)-N2-(2-(Pyridin-2-Yl)Ethyl) Oxalamide",19.9,16.6,10.5
8264,"n-(2-Ethylhexyl)-1-Isopropyl-4-Methylbicyclo[2,2",17.6,1.2,1.5
8265,"N(2-Ethylhexyl)-8,9,10-Trinorborn-5-Ene-2,3-Dicarboximide",17.8,2.8,2.7
8266,N-(2-Hydroxyethyl)-2-Pyrrolidone,18,9.2,15.7
8267,N-(2-Hydroxyethyl)Acetamide,18.6,16.5,17.5
8268,N-(2-Hydroxyethyl)Piperazine,18.1,8,14.8
8269,n-(2-Methoxyethyl)Acetamide,17.5,13.4,9.5
8270,N(2-Octadecanoylaminoethyl)Octadecanamide Commercial Grade,16.4,8.4,5.9
8271,N(4-Bromobutyl)Phthalimide,19.5,6.6,4.5
8272,N(Cyclohexylthio)Phthalimide,20.2,5.1,4.2
8273,"n-(Heptan-4-Yl)Benzo(D)(1,3)Dioxole-5-Carboxamide",18.5,9.3,7.3
8274,N(Isobutoxymethyl)Acrylamide,16.8,10.6,7.5
8275,n-(n-Glycylglycyl)Glycine ,19.9,24.2,20.9
8276,n-(p-Tolyl)Methacrylamide,18.9,9.8,6.8
8277,N(Tert-Butyl)-2-Benzothiazolylsulfenamide,19.8,4.9,4.6
8278,"N,2-Dimethylprop-2-Enamide",17.5,12.2,8.5
8279,"N,N,N,N-Tetramethylthiourea",17.3,6,10.5
8280,"N,N-Bis(2-Hydroxyethyl)Oleamide",16.5,8.7,11.2
8281,"N,N'-Bis(2-Methylphenyl)Guanidine",19,5.2,4.4
8282,"N,N-Dibutyl Formamide",15.5,8.9,6.2
8283,"N,N-Dibutylprop-2-Enamide",16.8,7.1,3.1
8284,"N,N-Dichloroethyl Amine",16.8,7.6,7.7
8285,"N,N-Dichloromethyl Amine",16.5,7.5,8
8286,"N,N-Dicyclohexylbenzothiazole-2-Sulphenamide",19.8,2.9,2.2
8287,"N,N-Diethyl Acetamide",16.4,11.3,7.5
8288,"N,N-Diethyl Formamide",16.4,11.4,9.2
8289,"N,N-Diethyl Octanamide",16.6,7.2,2.9
8290,"N,N-Diethylacetoacetamide",17.4,11.5,6.2
8291,"N,N-Diethylhydrazine",16,4.8,7.7
8292,"N,N-Diethylhydroxylamine",15.8,2.4,14.2
8293,"N,N'-Dietyhlaniline",17.8,2.9,4.6
8294,"N,N-Dimethyl Acetamide",16.8,11.5,10.2
8295,"N,N-Dimethyl Acetamide",16.8,11.5,9.4
8296,"N,N-Dimethyl Butyramide",16.4,10.6,7.4
8297,"N,N-Dimethyl Formamide (DMF)",17.4,13.7,11.3
8298,"N,N-Dimethyl Methanesulfonamide",16.7,15.8,7.9
8299,"N,N-Dimethyl-3-Nitroaniline",19.3,7.4,5.6
8300,"N,N-Dimethylacrylamide",17.3,10.5,8
8301,"N,N'-Dimethylaniline",18.3,3.3,5.5
8302,"N,N-Dimethylbenzenesulfonamide",18.2,12.1,6.9
8303,"N,N-Dimethylbenzyl Amine",17.4,2.2,3.7
8304,"N,N-Dimethylglycine",16.2,6.2,13.4
8305,"N,N-Dimethyl-O-Toluidine",18.4,3.3,4.8
8306,"N,N-Dimethylpentanamide",16.9,8.8,6.6
8307,"N,N'-Dimethylpiperazine",17.1,3.8,6.6
8308,"N,N-Dimethylpropanamide",17.1,10.4,7.6
8309,"N,N-Dimethyl-p-Toluidine",18.4,3.5,5.2
8310,"N,N-Dimethylpyridin-2-Amine",18.8,6.3,7.2
8311,"N,N-Dimethylthioformamide",16.7,13,10.7
8312,"N,N-Diphenylethylamine",19,2.6,4.5
8313,"N,N-Diphenylhydrazine",19.8,4.1,7.7
8314,"N,N'-Diphenyl-p-Phenylenediamine",20.6,4.9,7.6
8315,"N,N-Dipropylformamide",16.3,9.1,4.7
8316,"N,N'-Di-Tert-Butylethylenediamine",15.1,1.9,4.5
8317,"N,N'-Methylenediacrylamide",19,19.2,12.4
8318,n-[3-(1-Methylethoxy)Phenyl]-2-(Trifluoromethyl)Benzamide,18.3,7.8,5.1
8319,N1-(2-Methoxy-4-Methyl Benzyl)-N2-(2-(Pyridin-2-Yl)Ethyl) Oxalamide,19.9,16.2,9.7
8320,N1-(2-Methoxy-4-Methyl Benzyl)-N2-2(2-(5-Methyl Pyridin-2-Yl)Ethyl) Oxalamide,19.6,15.3,9.1
8321,N-Acetyl Caprolactam,18.9,8.7,4.8
8322,N-Acetyl Piperidine,18.5,10,6.5
8323,N-Acetyl Pyrrolidone,17.8,13.1,8.3
8324,N-Acetylanthranilic Acid,20,13,12.1
8325,N-Acetylglycine ,18.7,16.5,18.2
8326,N-Acetylmorpholine,18.3,9.8,7.8
8327,N-Acetyl-Para-Toluidine,19.3,11.1,7.8
8328,Nadolol,17.5,7.2,19
8329,Nalidixic Acid,19.7,15.8,11.6
8330,n-Allylaniline,18.6,4.2,6.5
8331,n-Aminoethyl Ethanolamine,17.1,8.8,17.1
8332,n-Aminoethyl Piperazine,18,6.5,10.6
8333,n-Amyl Acetate,15.8,3.3,6.1
8334,n-Amyl Alcohol,15.9,5.9,13.9
8335,Nandrolone,18.7,6,7.1
8336,Nanofin,16.5,3.7,4.4
8337,"Naphtha,High-Flash",17.9,0.7,1.8
